obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""446.7491""","=""0.0020""","=""446.74894""","=""0.00022""","=""10""","=""""",,"=""18.57583601""","=""21.3503118""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.0971""","=""0.0020""","=""447.099""","=""0.003""","=""50*""","=""""",,"=""18.71137667""","=""21.483683""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).13d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.0971""","=""0.0020""","=""447.09682""","=""0.00004""","=""50*""","=""""",,"=""18.61270528""","=""21.38502238""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.2246""","=""0.0020""","=""447.22716""","=""0.00010""","=""10*""","=""""",,"=""18.61270528""","=""21.3842144""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""447.2246""","=""0.0020""","=""447.2216""","=""0.0018""","=""10*""","=""""",,"=""18.69335943""","=""21.464903""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""447.5131""","=""0.0020""","=""447.51455""","=""0.00022""","=""50""","=""""",,"=""18.61270528""","=""21.3824346""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""447.5656""","=""0.0001""","=""447.56542""","=""0.00014""","=""1000""","=""""",,"=""18.61270528""","=""21.3821198""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""448.0823""","=""0.0020""","=""448.0825""","=""0.0016""","=""150""","=""""",,"=""18.72638145""","=""21.492600""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""448.3190""","=""0.0001""","=""448.31961""","=""0.00003""","=""1500""","=""""",,"=""18.38162323""","=""21.14637893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""448.80926""","=""0.00004""","=""448.80933""","=""0.00003""","=""3000""","=""""",,"=""18.38162323""","=""21.14336221""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
"=""449.17716""","=""0.00020""","=""449.17702""","=""0.00010""","=""800""","=""""",,"=""18.57583601""","=""21.3353143""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""449.1838""","=""0.0020""","=""449.1838""","=""0.0012""","=""500""","=""""",,"=""18.63679156""","=""21.396228""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""449.2132""","=""0.0020""","=""449.2118""","=""0.0010""","=""50""","=""""",,"=""18.63679156""","=""21.396056""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""449.2412""","=""0.0020""","=""449.2407""","=""0.0008""","=""300""","=""""",,"=""18.63679156""","=""21.395879""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""449.2689""","=""0.0020""","=""449.26729""","=""0.00010""","=""150""","=""""",,"=""18.63679156""","=""21.3957154""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""449.3108""","=""0.0020""","=""449.3108""","=""0.0010""","=""50""","=""""",,"=""18.63679156""","=""21.395449""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""449.3699""","=""0.0020""","=""449.36936""","=""0.00014""","=""500""","=""""",,"=""18.57583601""","=""21.3341332""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""449.9000""","=""0.0020""","=""449.8984""","=""0.0012""","=""20""","=""""",,"=""18.72638145""","=""21.481435""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""449.9843""","=""0.0020""","=""449.9839""","=""0.0012""","=""50*""","=""""",,"=""18.72638145""","=""21.480912""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""449.9843""","=""0.0020""","=""449.9820""","=""0.0014""","=""50*""","=""""",,"=""18.69335943""","=""21.447901""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""450.0182""","=""0.0001""","=""450.01819""","=""0.00010""","=""500""","=""""",,"=""18.69335943""","=""21.4476798""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""451.0170""","=""0.0020""","=""451.01537""","=""0.00004""","=""150""","=""""",,"=""18.63679156""","=""21.38502238""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""451.1509""","=""0.0020""","=""451.148""","=""0.003""","=""200*""","=""""",,"=""18.70407118""","=""21.451496""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""451.1509""","=""0.0020""","=""451.14800""","=""0.00010""","=""200*""","=""""",,"=""18.63679156""","=""21.3842144""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""451.4891""","=""0.0020""","=""451.48843""","=""0.00006""","=""700""","=""""",,"=""18.63679156""","=""21.3821429""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""451.5022""","=""0.0020""","=""451.50454""","=""0.00016""","=""20""","=""""",,"=""18.63679156""","=""21.3820449""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""451.5411""","=""0.0020""","=""451.54151""","=""0.00008""","=""300""","=""""",,"=""18.61270528""","=""21.3577339""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""451.6936""","=""0.0020""","=""451.69342""","=""0.00018""","=""500""","=""""",,"=""18.61270528""","=""21.3568107""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""451.7736""","=""0.0001""","=""451.77360""","=""0.00010""","=""1000""","=""""",,"=""18.70407118""","=""21.4476896""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""452.5764""","=""0.0001""","=""452.57656""","=""0.00021""","=""700""","=""""",,"=""18.61270528""","=""21.3514561""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""452.6177""","=""0.0020""","=""452.6167""","=""0.0010""","=""500""","=""""",,"=""18.61270528""","=""21.351213""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""452.6685""","=""0.0020""","=""452.6714""","=""0.0010""","=""150*""","=""""",,"=""18.69335943""","=""21.431537""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""452.6685""","=""0.0020""","=""452.66543""","=""0.00023""","=""150*""","=""""",,"=""18.61270528""","=""21.3509183""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""452.7725""","=""0.0020""","=""452.7712""","=""0.0012""","=""150""","=""""",,"=""18.69335943""","=""21.430933""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""452.7973""","=""0.0020""","=""452.7975""","=""0.0012""","=""10""","=""""",,"=""18.61270528""","=""21.350120""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""452.9476""","=""0.0020""","=""452.9447""","=""0.0014""","=""300""","=""""",,"=""18.71137667""","=""21.447901""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""453.2395""","=""0.0020""","=""453.2399""","=""0.0014""","=""10""","=""""",,"=""18.69335943""","=""21.428102""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""453.63003""","=""0.00020""","=""453.62996""","=""0.00003""","=""1500""","=""4.29e+05""",C,"=""18.38162323""","=""21.11401428""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""453.76768""","=""0.00020""","=""453.76762""","=""0.00003""","=""3000""","=""4.77e+05""",C+,"=""18.38162323""","=""21.11318538""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""453.77545""","=""0.00004""","=""453.77551""","=""0.00003""","=""10000""","=""8.16e+05""",C+,"=""18.38162323""","=""21.11313791""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""453.83026""","=""0.00020""","=""453.83007""","=""0.00008""","=""3000""","=""""",,"=""18.55510805""","=""21.2862943""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L4498""",
"=""453.9168""","=""0.0020""","=""453.91650""","=""0.00013""","=""500""","=""""",,"=""18.55510805""","=""21.2857743""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""454.03801""","=""0.00004""","=""454.03790""","=""0.00009""","=""500""","=""""",,"=""18.55510805""","=""21.2850442""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""""","=""L3451""",
"=""454.4502""","=""0.0020""","=""454.4492""","=""0.0010""","=""500""","=""""",,"=""18.70407118""","=""21.431537""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""454.5729""","=""0.0020""","=""454.5733""","=""0.0010""","=""10""","=""""",,"=""18.69335943""","=""21.420080""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""454.7218""","=""0.0020""","=""454.71962""","=""0.00004""","=""100""","=""""",,"=""18.55510805""","=""21.28095151""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""454.7728""","=""0.0020""","=""454.77082""","=""0.00003""","=""150""","=""""",,"=""18.55510805""","=""21.28064461""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""455.0640""","=""0.0020""","=""455.0626""","=""0.0021""","=""10""","=""""",,"=""18.70407118""","=""21.427860""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""455.2598""","=""0.0001""","=""455.25983""","=""0.00011""","=""300""","=""""",,"=""18.61270528""","=""21.3353143""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""455.4415""","=""0.0020""","=""455.4420""","=""0.0015""","=""100""","=""""",,"=""18.72638145""","=""21.447901""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""455.4561""","=""0.0020""","=""455.45741""","=""0.00015""","=""50""","=""""",,"=""18.61270528""","=""21.3341332""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""455.4824""","=""0.0020""","=""455.4819""","=""0.0017""","=""400""","=""""",,"=""18.72638145""","=""21.447663""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""455.5392""","=""0.0020""","=""455.53870""","=""0.00009""","=""300""","=""""",,"=""18.63679156""","=""21.3577339""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""455.6698""","=""0.0020""","=""455.6697""","=""0.0010""","=""20""","=""""",,"=""18.71137667""","=""21.431537""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""456.2449""","=""0.0020""","=""456.2458""","=""0.0015""","=""10""","=""""",,"=""18.71137667""","=""21.428102""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""456.5888""","=""0.0001""","=""456.58886""","=""0.00013""","=""600""","=""""",,"=""18.63679156""","=""21.3514758""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""456.6830""","=""0.0020""","=""456.68264""","=""0.00023""","=""400""","=""""",,"=""18.63679156""","=""21.3509183""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""456.7139""","=""0.0020""","=""456.71389""","=""0.00005""","=""150""","=""""",,"=""18.63679156""","=""21.35073261""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""456.7845""","=""0.0020""","=""456.78472""","=""0.00023""","=""100""","=""""",,"=""18.63679156""","=""21.3503118""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""457.30609""","=""0.00020""","=""457.30604""","=""0.00007""","=""50""","=""""",,"=""18.57583601""","=""21.2862629""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L4498""",
"=""457.3557""","=""0.0020""","=""457.35573""","=""0.00019""","=""500""","=""""",,"=""18.57583601""","=""21.2859685""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""457.3898""","=""0.0020""","=""457.38850""","=""0.00013""","=""300""","=""""",,"=""18.57583601""","=""21.2857743""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""457.50620""","=""0.00004""","=""457.50614""","=""0.00007""","=""3000""","=""""",,"=""18.57583601""","=""21.2850775""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L3451""",
"=""457.5858""","=""0.0020""","=""457.58571""","=""0.00023""","=""200""","=""""",,"=""18.57583601""","=""21.2846064""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""458.2035""","=""0.0001""","=""458.20397""","=""0.00004""","=""1500""","=""""",,"=""18.57583601""","=""21.28095151""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""458.2105""","=""0.0020""","=""458.21009""","=""0.00003""","=""150""","=""""",,"=""18.57583601""","=""21.28091538""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
"=""458.24521""","=""0.00004""","=""458.24505""","=""0.00009""","=""1500""","=""""",,"=""18.55510805""","=""21.2599810""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
"=""458.2556""","=""0.0020""","=""458.25596""","=""0.00003""","=""150""","=""""",,"=""18.57583601""","=""21.28064461""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""458.2980""","=""0.0020""","=""458.2995""","=""0.0013""","=""50""","=""""",,"=""18.72638145""","=""21.430933""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""458.5876""","=""0.0020""","=""458.5869""","=""0.0013""","=""100""","=""""",,"=""18.69335943""","=""21.396216""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
"=""458.6145""","=""0.0020""","=""458.6141""","=""0.0011""","=""20""","=""""",,"=""18.69335943""","=""21.396056""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""459.3243""","=""0.0020""","=""459.32342""","=""0.00011""","=""500""","=""""",,"=""18.63679156""","=""21.3353143""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""459.5249""","=""0.0020""","=""459.52455""","=""0.00015""","=""500""","=""""",,"=""18.63679156""","=""21.3341332""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""460.4095""","=""0.0020""","=""460.4095""","=""0.0013""","=""150""","=""""",,"=""18.70407118""","=""21.396228""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""460.4680""","=""0.0020""","=""460.4693""","=""0.0008""","=""10""","=""""",,"=""18.70407118""","=""21.395879""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""460.4938""","=""0.0020""","=""460.49404""","=""0.00005""","=""50""","=""""",,"=""18.69335943""","=""21.38502238""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""460.9365""","=""0.0020""","=""460.93719""","=""0.00023""","=""300""","=""""",,"=""18.69335943""","=""21.3824346""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""460.9910""","=""0.0001""","=""460.99116""","=""0.00015""","=""1500""","=""""",,"=""18.69335943""","=""21.3821198""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""461.4391""","=""0.0001""","=""461.43908""","=""0.00011""","=""1000""","=""""",,"=""18.57583601""","=""21.2619865""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""461.6911""","=""0.0020""","=""461.6919""","=""0.0011""","=""50""","=""""",,"=""18.71137667""","=""21.396056""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""461.7837""","=""0.0001""","=""461.78385""","=""0.00009""","=""700""","=""""",,"=""18.57583601""","=""21.2599810""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""462.7799""","=""0.0020""","=""462.78067""","=""0.00024""","=""20""","=""""",,"=""18.70407118""","=""21.3824346""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""462.83113""","=""0.00004""","=""462.83109""","=""0.00007""","=""1500""","=""""",,"=""18.70407118""","=""21.3821429""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L3451""",
"=""462.8460""","=""0.0020""","=""462.84802""","=""0.00017""","=""300""","=""""",,"=""18.70407118""","=""21.3820449""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""463.6125""","=""0.0001""","=""463.61255""","=""0.00007""","=""700""","=""""",,"=""18.61270528""","=""21.2862629""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""463.66362""","=""0.00020""","=""463.66362""","=""0.00019""","=""700""","=""""",,"=""18.61270528""","=""21.2859685""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""463.6974""","=""0.0020""","=""463.69729""","=""0.00013""","=""500""","=""""",,"=""18.61270528""","=""21.2857743""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""463.9591""","=""0.0020""","=""463.95932""","=""0.00024""","=""300""","=""""",,"=""18.61270528""","=""21.2842647""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""464.0443""","=""0.0020""","=""464.04643""","=""0.00024""","=""700""","=""""",,"=""18.71137667""","=""21.3824346""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
